"tropeid";"tropename";"tropefreq";"tropelink";"tropefreq2000"
"tr20407";"Upgrade Artifact";7;"UpgradeArtifact";1
"tr20408";"Upgrade vs. Prototype Fight";16;"UpgradeVsPrototypeFight";12
"tr20409";"Uplifted Animal";6;"UpliftedAnimal";3
"tr20410";"Up Marketing";1;"UpMarketing";0
"tr20411";"Upper-Class Twit";80;"UpperclassTwit";24
"tr20412";"Upside Down Blueprints";1;"UpsideDownBlueprints";1
"tr20413";"Up the Real Rabbit Hole";1;"UpTheRealRabbitHole";1
"tr20414";"Up Through the Ranks";2;"UpThroughTheRanks";0
"tr20415";"Uptight Loves Wild";39;"UptightLovesWild";20
"tr20416";"Up to Eleven";494;"UptoEleven";282
"tr20417";"Uptown Girl";84;"UptownGirl";36
"tr20418";"Up, Up and Away!";7;"UpUpAndAway";5
"tr20419";"Uranus Is Showing";10;"UranusIsShowing";4
"tr20420";"Urban Fantasy";25;"UrbanFantasy";18
"tr20421";"Urban Hellscape";6;"UrbanHellscape";1
"tr20422";"Urban Legend Love Life";9;"UrbanLegendLoveLife";3
"tr20423";"Urban Legends";44;"UrbanLegends";20
"tr20424";"Urban Ruins";7;"UrbanRuins";7
"tr20425";"Urban Segregation";12;"UrbanSegregation";8
"tr20426";"Urban Warfare";12;"UrbanWarfare";10
"tr20427";"Ur-Example";97;"UrExample";15
"tr20428";"Uriah Gambit";29;"UriahGambit";13
"tr20429";"Urine Trouble";51;"UrineTrouble";31
"tr20430";"Used Future";32;"UsedFuture";18
"tr20431";"Used to Be a Sweet Kid";36;"UsedToBeASweetKid";24
"tr20432";"Used to Be a Tomboy";1;"UsedToBeATomboy";1
"tr20433";"Used to Be More Social";1;"UsedToBeMoreSocial";1
"tr20434";"Useful Book";3;"UsefulBook";1
"tr20435";"Useful Notes";3;"UsefulNotes";1
"tr20436";"Useful Notes / 
PlayStation";3;"PlayStation";2
"tr20437";"Useless Protagonist";11;"UselessProtagonist";3
"tr20438";"Useless Security Camera";1;"UselessSecurityCamera";0
"tr20439";"Useless Without Powers";2;"UselessWithoutPowers";1
"tr20440";"Use Your Head";40;"UseYourHead";25
"tr20441";"Using You All Along";5;"UsingYouAllAlong";2
"tr20442";"U.S. Marshal";13;"USMarshal";3
"tr20443";"Usurping Santa";5;"UsurpingSanta";3
"tr20444";"Uterine Replicator";4;"UterineReplicator";3
"tr20445";"Utility Belt";4;"UtilityBelt";1
"tr20446";"Utility Magic";2;"UtilityMagic";1
"tr20447";"Utopia";10;"Utopia";3
"tr20448";"Utopia Justifies the Means";51;"UtopiaJustifiesTheMeans";28
"tr20449";"V8 Engine Noises";1;"V8EngineNoises";1
"tr20450";"Vacation Episode";5;"VacationEpisode";4
"tr20451";"Vader Breath";37;"VaderBreath";14
"tr20452";"Vagabond Buddies";5;"VagabondBuddies";3
"tr20453";"Vagina Dentata";12;"VaginaDentata";9
"tr20454";"Vague Age";36;"VagueAge";20
"tr20455";"Vagueness Is Coming";10;"VaguenessIsComing";9
"tr20456";"Vain Sorceress";14;"VainSorceress";8
"tr20457";"Valkyries";2;"Valkyries";2
"tr20458";"Valley Girl";23;"ValleyGirl";11
"tr20459";"Values Dissonance";123;"ValuesDissonance";35
"tr20460";"Values Resonance";3;"ValuesResonance";0
"tr20461";"Vampire Bites Suck";6;"VampireBitesSuck";4
"tr20462";"Vampire Dance";8;"VampireDance";1
"tr20463";"Vampire Detective Series";1;"VampireDetective";1
"tr20464";"Vampire Fiction";3;"VampireFiction";2
"tr20465";"Vampire Hunter";10;"VampireHunter";4
"tr20466";"Vampire Monarch";11;"VampireMonarch";8
"tr20467";"Vampire Musicals";1;"VampireMusicals";1
"tr20468";"Vampire Refugee";7;"VampireRefugee";4
"tr20469";"Vampires Are Rich";10;"VampiresAreRich";7
"tr20470";"Vampires Are Sex Gods";22;"VampiresAreSexGods";6
"tr20471";"Vampire's Harem";4;"VampiresHarem";1
"tr20472";"Vampires Hate Garlic";2;"VampiresHateGarlic";1
"tr20473";"Vampires Own Night Clubs";5;"VampiresOwnNightClubs";1
"tr20474";"Vampires Sleep in Coffins";1;"VampiresSleepInCoffins";0
"tr20475";"Vampire Tropes";3;"VampireTropes";2
"tr20476";"Vampire Vannabe";7;"VampireVannabe";4
"tr20477";"Vampire Vords";5;"VampireVords";2
"tr20478";"Vampire-Werewolf Love Triangle";2;"VampireWerewolfLoveTriangle";2
"tr20479";"Vampiric Draining";6;"VampiricDraining";2
"tr20480";"Vandalism Backfire";8;"VandalismBackfire";1
"tr20481";"Van Helsing Hate Crimes";9;"VanHelsingHateCrimes";4
"tr20482";"Vanilla Edition";21;"VanillaEdition";4
"tr20483";"Van in Black";12;"VanInBlack";6
"tr20484";"Vanishing Village";1;"VanishingVillage";0
"tr20485";"Vanity Is Feminine";7;"VanityIsFeminine";3
"tr20486";"Vanity License Plate";49;"VanityLicensePlate";19
"tr20487";"Vanity Plate";17;"VanityPlate";11
"tr20488";"Vanity Project";5;"VanityProject";3
"tr20489";"Vapor Trail";9;"VaporTrail";4
"tr20490";"Vaporware";1;"Vaporware";1
"tr20491";"Vapor Wear";35;"VaporWear";13
"tr20492";"Variable-Length Chain";2;"VariableLengthChain";2
"tr20493";"Variable Mix";1;"VariableMix";0
"tr20494";"Variable Terminal Velocity";4;"VariableTerminalVelocity";2
"tr20495";"Variant Chess";1;"VariantChess";0
"tr20496";"Variety Show";3;"VarietyShow";0
"tr20497";"Vasquez Always Dies";25;"VasquezAlwaysDies";18
"tr20498";"Vast Bureaucracy";3;"VastBureaucracy";2
"tr20499";"Vaudeville";4;"Vaudeville";0
"tr20500";"Vaudeville Hook";7;"VaudevilleHook";2
"tr20501";"Veganopia";4;"Veganopia";2
"tr20502";"Vegetarian Carnivore";4;"VegetarianCarnivore";2
"tr20503";"Vegetarian Vampire";7;"VegetarianVampire";4
"tr20504";"Vehicle-Roof Body Disposal";2;"VehicleRoofBodyDisposal";1
"tr20505";"Vehicle Title";32;"VehicleTitle";8
"tr20506";"Vehicle Vanish";21;"VehicleVanish";11
"tr20507";"Vehicular Assault";9;"VehicularAssault";3
"tr20508";"Vehicular Combat";3;"VehicularCombat";3
"tr20509";"Vehicular Sabotage";25;"VehicularSabotage";8
"tr20510";"Vehicular Theme Naming";1;"VehicularThemeNaming";0
"tr20511";"Vehicular Turnabout";2;"VehicularTurnabout";2
"tr20512";"Vein-o-Vision";5;"VeinOVision";2
"tr20513";"Velvet Revolution";1;"VelvetRevolution";0
"tr20514";"Vengeance Denied";1;"VengeanceDenied";1
"tr20515";"Vengeance Feels Empty";16;"VengeanceFeelsEmpty";8
"tr20516";"Vengeful Ghost";3;"VengefulGhost";0
"tr20517";"Vengeful Vending Machine";9;"VengefulVendingMachine";4
"tr20518";"Vengeful Widow";3;"VengefulWidow";2
"tr20519";"Ventriloquism";9;"Ventriloquism";3
"tr20520";"Venus is Wet";1;"VenusIsWet";0
"tr20521";"Verbal Backpedaling";3;"VerbalBackpedaling";1
"tr20522";"Verbal Backspace";48;"VerbalBackspace";25
"tr20523";"Verbal Business Card";10;"VerbalBusinessCard";4
"tr20524";"Verbal Judo";1;"VerbalJudo";0
"tr20525";"Verbal Tic";111;"VerbalTic";36
"tr20526";"Verbal Tic Name";1;"VerbalTicName";0
"tr20527";"Verbal Weakness";4;"VerbalWeakness";1
"tr20528";"Verbed Title";13;"VerbedTitle";8
"tr20529";"Verbing Nouny";9;"VerbingNouny";4
"tr20530";"[Verb] This!";35;"DodgeThis";17
"tr20531";"Versus Title";13;"VersusTitle";6
"tr20532";"Vertebrate with Extra Limbs";4;"VertebrateWithExtraLimbs";4
"tr20533";"Vertical Kidnapping";9;"VerticalKidnapping";6
"tr20534";"Vertical Mecha Fins";1;"VerticalMechaFins";1
"tr20535";"Vertical Scrolling Shooter";1;"VerticalScrollingShooter";1
"tr20536";"Vertigo Effect";54;"VertigoEffect";31
"tr20537";"Very False Advertising";2;"VeryFalseAdvertising";1
"tr20538";"Very High Velocity Rounds";3;"VeryHighVelocityRounds";0
"tr20539";"Very Loosely Based on a True Story";350;"VeryLooselyBasedOnATrueStory";142
"tr20540";"Very Punchable Man";3;"VeryPunchableMan";2
"tr20541";"Very Special Episode";4;"VerySpecialEpisode";0
"tr20542";"Vestigial Empire";7;"VestigialEmpire";6
"tr20543";"Veteran Instructor";5;"VeteranInstructor";2
"tr20544";"Vetinari Job Security";6;"VetinariJobSecurity";4
"tr20545";"V-Formation Team Shot";2;"VFormationTeamShot";2
"tr20546";"Vicariously Ambitious";3;"VicariouslyAmbitious";2
"tr20547";"Vice City";5;"ViceCity";0
"tr20548";"Vice-President Who?";7;"VicePresidentWho";0
"tr20549";"Vichy Earth";2;"VichyEarth";0
"tr20550";"Vicious Cycle";5;"ViciousCycle";3
"tr20551";"Vicious Vac";2;"ViciousVac";0
"tr20552";"Victimized Bystander";6;"VictimizedBystander";3
"tr20553";"Victim of the Week";1;"VictimOfTheWeek";1
"tr20554";"Victorian London";18;"VictorianLondon";7
"tr20555";"Victorian Novel Disease";17;"VictorianNovelDisease";5
"tr20556";"Victoria's Secret Compartment";83;"VictoriasSecretCompartment";18
"tr20557";"Victorious Chorus";5;"VictoriousChorus";0
"tr20558";"Victorious Loser";3;"VictoriousLoser";3
"tr20559";"Victory by Endurance";8;"VictoryByEndurance";5
"tr20560";"Victory by First Blood";3;"VictoryByFirstBlood";1
"tr20561";"Victory-Guided Amnesia";2;"VictoryGuidedAmnesia";1
"tr20562";"Victory Is Boring";18;"VictoryIsBoring";5
"tr20563";"Victory Pose";1;"VictoryPose";0
"tr20564";"Victory Through Intimidation";2;"VictoryThroughIntimidation";1
"tr20565";"Video Arcade";2;"VideoArcade";2
"tr20566";"Video Credits";71;"VideoCredits";16
"tr20567";"Video Full of Film Clips";9;"VideoFullOfFilmClips";3
"tr20568";"Video Game Cruelty Potential";5;"VideoGameCrueltyPotential";2
"tr20569";"Video Game Cruelty Punishment";1;"VideoGameCrueltyPunishment";0
"tr20570";"Video Game Lives";2;"VideoGameLives";2
"tr20571";"Video Game / 
Magic Sword: Heroic Fantasy";1;"MagicSword";0
"tr20572";"Video Game Movies";1;"VideoGameMovies";1
"tr20573";"Video-Game Movies Suck";3;"VideoGameMoviesSuck";2
"tr20574";"Video Game / 
Pac-Man";2;"PacMan";0
"tr20575";"Video Game Perversity Potential";1;"VideoGamePerversityPotential";1
"tr20576";"Video Game / 
Psycho Soldier";1;"PsychoSoldier";1
"tr20577";"Video Games";12;"VideoGames";7
"tr20578";"Video Game Tropes";1;"VideogameTropes";1
"tr20579";"Video Inside, Film Outside";1;"VideoInsideFilmOutside";0
"tr20580";"Video Nasties";9;"VideoNasties";1
"tr20581";"Video Phone";29;"VideoPhone";3
"tr20582";"Video Wills";15;"VideoWills";6
"tr20583";"Viewer-Friendly Interface";20;"ViewerFriendlyInterface";11
"tr20584";"Viewer Gender Confusion";5;"ViewerGenderConfusion";2
"tr20585";"Viewers Are Geniuses";62;"ViewersAreGeniuses";40
"tr20586";"Viewers Are Goldfish";20;"ViewersAreGoldfish";13
"tr20587";"Viewers Are Morons";22;"ViewersAreMorons";6
"tr20588";"Viewer Stock Phrases";2;"ViewerStockPhrases";0
"tr20589";"Vigilante Execution";31;"VigilanteExecution";11
"tr20590";"Vigilante Man";57;"VigilanteMan";26
"tr20591";"Viking Funeral";17;"VikingFuneral";9
"tr20592";"Vile Villain, Laughable Lackey";19;"VileVillainLaughableLackey";5
"tr20593";"Vile Villain, Saccharine Show";42;"VileVillainSaccharineShow";19
"tr20594";"Villain Antagonist";1;"VillainAntagonist";1
"tr20595";"Villain Ball";123;"VillainBall";68
"tr20596";"Villain-Based Franchise";3;"VillainBasedFranchise";2
"tr20597";"Villain-Beating Artifact";3;"VillainBeatingArtifact";2
"tr20598";"Villain by Default";4;"VillainByDefault";3
"tr20599";"Villain-by-Proxy Fallacy";4;"VillainByProxyFallacy";3
"tr20600";"Villain Corner";1;"VillainCorner";1
"tr20601";"Villain Cred";6;"VillainCred";3
"tr20602";"Villain Decay";23;"VillainDecay";9
"tr20603";"Villain Episode";1;"VillainEpisode";1
"tr20604";"Villainesses Want Heroes";12;"VillainessesWantHeroes";6
"tr20605";"Villain Exclusivity Clause";4;"VillainExclusivityClause";2
"tr20606";"Villain: \"Exit, Stage Left!\"";46;"VillainExitStageLeft";27
"tr20607";"Villain Forgot to Level Grind";8;"VillainForgotToLevelGrind";6
"tr20608";"Villain Has a Point";88;"VillainHasaPoint";51
"tr20609";"Villain Love Song";10;"VillainLoveSong";3
"tr20610";"Villain of Another Story";13;"VillainOfAnotherStory";7
"tr20611";"Villain Opening Scene";49;"VillainOpeningScene";25
"tr20612";"Villainous Advice Song";4;"VillainousAdviceSong";1
"tr20613";"Villainous Breakdown";446;"VillainousBreakdown";215
"tr20614";"Villainous BSoD";62;"VillainousBSOD";29
"tr20615";"Villainous Cheekbones";7;"VillainousCheekbones";4
"tr20616";"Villainous Crush";41;"VillainousCrush";11
"tr20617";"Villainous Demotivator";5;"VillainousDemotivator";4
"tr20618";"Villainous Face Hold";18;"VillainousFaceHold";12
"tr20619";"Villainous Fashion Sense";3;"VillainousFashionSense";2
"tr20620";"Villainous Friendship";38;"VillainousFriendship";19
"tr20621";"Villainous Gentrification";3;"VillainousGentrification";1
"tr20622";"Villainous Glutton";20;"VillainousGlutton";10
"tr20623";"Villainous Harlequin";4;"VillainousHarlequin";2
"tr20624";"Villainous Incest";29;"VillainousIncest";13
"tr20625";"Villainous Lament";2;"VillainousLament";1
"tr20626";"Villainous Legacy";6;"VillainousLegacy";3
"tr20627";"Villainous Plan Inertia";8;"VillainousPlanInertia";3
"tr20628";"Villainous Rescue";55;"VillainousRescue";37
"tr20629";"Villainous Underdog";4;"VillainousUnderdog";4
"tr20630";"Villainous Valour";52;"VillainousValour";29
"tr20631";"Villainous Vow";2;"VillainousVow";1
"tr20632";"Villainous Widow's Peak";3;"VillainousWidowsPeak";0
"tr20633";"Villain Over for Dinner";3;"VillainOverForDinner";1
"tr20634";"Villain Override";4;"VillainOverride";3
"tr20635";"Villain Pedigree";1;"VillainPedigree";0
"tr20636";"Villain Protagonist";322;"VillainProtagonist";108
"tr20637";"Villain Recruitment Song";4;"VillainRecruitmentSong";1
"tr20638";"Villain Respect";24;"VillainRespect";17
"tr20639";"Villains";9;"Villains";2
"tr20640";"Villains Act, Heroes React";12;"VillainsActHeroesReact";7
"tr20641";"Villains Blend in Better";10;"VillainsBlendInBetter";2
"tr20642";"Villain's Dying Grace";10;"VillainsDyingGrace";3
"tr20643";"Villains Never Lie";25;"VillainsNeverLie";14
"tr20644";"Villain Song";149;"VillainSong";44
"tr20645";"Villains Out Shopping";64;"VillainsOutShopping";33
"tr20646";"Villain Sue";1;"VillainSue";1
"tr20647";"Villains Want Mercy";16;"VillainsWantMercy";12
"tr20648";"Villain Takes an Interest";2;"VillainTakesAnInterest";2
"tr20649";"Villain Team-Up";25;"VillainTeamup";14
"tr20650";"Villain Teleportation";10;"VillainTeleportation";7
"tr20651";"Villain with Good Publicity";133;"VillainWithGoodPublicity";62
"tr20652";"Villain World";6;"VillainWorld";4
"tr20653";"Villainy Discretion Shot";8;"VillainyDiscretionShot";2
"tr20654";"Villainy-Free Villain";34;"VillainyFreeVillain";13
"tr20655";"Vindicated by Cable";6;"VindicatedByCable";0
"tr20656";"Vindicated by History";35;"VindicatedByHistory";7
"tr20657";"Vindicated by Reruns";2;"VindicatedByReruns";0
"tr20658";"Vine Swing";12;"VineSwing";4
"tr20659";"Vinyl Shatters";5;"VinylShatters";3
"tr20660";"Violation of Common Sense";5;"ViolationOfCommonSense";4
"tr20661";"Violence Is Disturbing";10;"ViolenceIsDisturbing";5
"tr20662";"Violence Is Not an Option";2;"ViolenceIsNotAnOption";2
"tr20663";"Violence Is the Only Option";11;"ViolenceIsTheOnlyOption";7
"tr20664";"Violence Really Is the Answer";11;"ViolenceReallyIsTheAnswer";3
"tr20665";"Violent Glaswegian";24;"ViolentGlaswegian";16
"tr20666";"Violently Protective Girlfriend";20;"ViolentlyProtectiveGirlfriend";13
"tr20667";"Violin Scam";3;"ViolinScam";2
"tr20668";"Viral Marketing";16;"ViralMarketing";14
"tr20669";"Viral Transformation";12;"ViralTransformation";10
"tr20670";"Virgin in a White Dress";5;"VirginInAWhiteDress";1
"tr20671";"Virginity Flag";1;"VirginityFlag";0
"tr20672";"Virginity Makes You Stupid";12;"VirginityMakesYouStupid";4
"tr20673";"Virgin Power";19;"VirginPower";6
"tr20674";"Virgin Sacrifice";29;"VirginSacrifice";14
"tr20675";"Virgin-Shaming";10;"VirginShaming";2
"tr20676";"Virgin Tension";4;"VirginTension";2
"tr20677";"Virgin Vision";5;"VirginVision";1
"tr20678";"Virtual Celebrity";2;"VirtualCelebrity";1
"tr20679";"Virtual Danger Denial";1;"VirtualDangerDenial";0
"tr20680";"Virtual Ghost";7;"VirtualGhost";5
"tr20681";"Virtual Pet";2;"VirtualPet";2
"tr20682";"Virtual Reality Interrogation";2;"VirtualRealityInterrogation";2
"tr20683";"Virtue Is Weakness";8;"VirtueIsWeakness";2
"tr20684";"Virtuous Bees";1;"VirtuousBees";1
"tr20685";"Virus Victim Symptoms";3;"VirusVictimSymptoms";0
"tr20686";"Visible Boom Mic";13;"VisibleBoomMic";3
"tr20687";"Visible Invisibility";19;"VisibleInvisibility";10
"tr20688";"Visible Odor";1;"VisibleOdor";1
"tr20689";"Visible Silence";2;"VisibleSilence";0
"tr20690";"Visible to Believers";5;"VisibleToBelievers";2
"tr20691";"Visionary Villain";22;"VisionaryVillain";13
"tr20692";"Vision Quest";6;"VisionQuest";4
"tr20693";"Visions of Another Self";2;"VisionsOfAnotherSelf";1
"tr20694";"Visit by Divorced Dad";4;"VisitByDivorcedDad";3
"tr20695";"Visual Innuendo";34;"VisualInnuendo";9
"tr20696";"Visual Novel";3;"VisualNovel";1
"tr20697";"Visual Pun";229;"VisualPun";120
"tr20698";"Visual Title Drop";7;"VisualTitleDrop";3
"tr20699";"Vitriolic Best Buds";180;"VitriolicBestBuds";91
"tr20700";"Viva Las Vegas!";30;"VivaLasVegas";15
"tr20701";"Vocal Dissonance";61;"VocalDissonance";33
"tr20702";"Vocal Evolution";14;"VocalEvolution";9
"tr20703";"Vocal Minority";2;"VocalMinority";1
"tr20704";"Vocal Range Exceeded";1;"VocalRangeExceeded";0
"tr20705";"Vocal Tag Team";2;"VocalTagTeam";1
"tr20706";"Vodka Drunkenski";17;"VodkaDrunkenski";8
"tr20707";"Voice Actors";2;"VoiceActors";1
"tr20708";"Voice Changeling";21;"VoiceChangeling";5
"tr20709";"Voice for the Voiceless";4;"VoiceForTheVoiceless";1
"tr20710";"Voicemail Confusion";4;"VoicemailConfusion";2
"tr20711";"Voice of Dramatic";2;"VoiceOfDramatic";2
"tr20712";"Voice of the Legion";37;"VoiceOfTheLegion";26
"tr20713";"Voice of the Resistance";8;"VoiceOfTheResistance";5
"tr20714";"Voiceover Letter";27;"VoiceoverLetter";13
"tr20715";"Voiceover Translation";1;"VoiceoverTranslation";1
"tr20716";"Voices Are Mental";7;"VoicesAreMental";4
"tr20717";"Voices Are Not Mental";2;"VoicesAreNotMental";2
"tr20718";"Voice Types";4;"VoiceTypes";0
"tr20719";"Voice with an Internet Connection";19;"VoiceWithAnInternetConnection";14
"tr20720";"Volcanic Veins";9;"VolcanicVeins";8
"tr20721";"Volcano Lair";3;"VolcanoLair";2
"tr20722";"Volleying Insults";25;"VolleyingInsults";14
"tr20723";"Volumetric Mouth";2;"VolumetricMouth";1
"tr20724";"Voluntary Shapeshifting";68;"VoluntaryShapeshifting";28
"tr20725";"Voluntary Vampire Victim";2;"VoluntaryVampireVictim";1
"tr20726";"Vomit Chain Reaction";8;"VomitChainReaction";2
"tr20727";"Vomit Discretion Shot";83;"VomitDiscretionShot";44
"tr20728";"Vomit Indiscretion Shot";171;"VomitIndiscretionShot";130
"tr20729";"Vomiting Cop";22;"VomitingCop";6
"tr20730";"Voodoo Doll";10;"VoodooDoll";5
"tr20731";"Voodoo Shark";29;"VoodooShark";16
"tr20732";"Voodoo Zombie";2;"VoodooZombie";1
"tr20733";"Vorpal Pillow";19;"VorpalPillow";9
"tr20734";"Vote Early, Vote Often";8;"VoteEarlyVoteOften";2
"tr20735";"Vot Ocksent";3;"VotOcksent";0
"tr20736";"Vow of Celibacy";15;"VowOfCelibacy";8
"tr20737";"Vox Pops";4;"VoxPops";2
"tr20738";"V-Sign";3;"VSign";0
"tr20739";"Vulgar Humor";18;"VulgarHumor";13
"tr20740";"Vulnerable Convoy";7;"VulnerableConvoy";4
"tr20741";"Wacky Americans Have Wacky Names";8;"WackyAmericansHaveWackyNames";0
"tr20742";"Wacky College";1;"WackyCollege";1
"tr20743";"Wacky Cravings";13;"WackyCravings";5
"tr20744";"Wacky Fratboy Hijinx";14;"WackyFratboyHijinx";9
"tr20745";"Wacky Guy";3;"WackyGuy";2
"tr20746";"Wacky Marriage Proposal";16;"WackyMarriageProposal";12
"tr20747";"Wacky Parent, Serious Child";9;"WackyParentSeriousChild";4
"tr20748";"Wacky Racing";10;"WackyRacing";4
"tr20749";"Wacky Sound Effect";8;"WackySoundEffect";1
"tr20750";"Wacky Wayside Tribe";28;"WackyWaysideTribe";10
"tr20751";"Waddling Head";1;"WaddlingHead";0
"tr20752";"W.A.F.F.";1;"WAFF";1
"tr20753";"Wager Slave";2;"WagerSlave";0
"tr20754";"Wag the Director";7;"WagTheDirector";2
"tr20755";"Waif-Fu";42;"WaifFu";34
"tr20756";"Waif Prophet";10;"WaifProphet";4
"tr20757";"Wainscot Society";5;"WainscotSociety";2
"tr20758";"Waistcoat of Style";20;"WaistcoatOfStyle";16
"tr20759";"Wait Here";27;"WaitHere";10
"tr20760";"Waiting for a Break";9;"WaitingForABreak";4
"tr20761";"Waiting Skeleton";3;"WaitingSkeleton";1
"tr20762";"Wake-Up Call Boss";4;"WakeUpCallBoss";2
"tr20763";"Wake-Up Fighting";6;"WakeUpFighting";3
"tr20764";"Wake Up, Go to School, Save the World";10;"WakeUpGoToSchoolSaveTheWorld";7
"tr20765";"Wakeup Makeup";9;"WakeupMakeup";5
"tr20766";"Waking Non Sequitur";16;"WakingNonSequitur";9
"tr20767";"Waking Up at the Morgue";15;"WakingUpAtTheMorgue";5
"tr20768";"Waking Up Elsewhere";10;"WakingUpElsewhere";5
"tr20769";"Walk and Talk";20;"WalkAndTalk";12
"tr20770";"Walk, Don't Swim";7;"WalkDontSwim";5
"tr20771";"Walk-In Chime-In";4;"WalkInChimeIn";1
"tr20772";"Walking Armory";14;"WalkingArmory";8
"tr20773";"Walking Backwards";2;"WalkingBackwards";0
"tr20774";"Walking Disaster Area";17;"WalkingDisasterArea";6
"tr20775";"Walking in Rhythm";8;"WalkingInRhythm";1
"tr20776";"Walking Out on the Show";3;"WalkingOutOnTheShow";0
"tr20777";"Walking Shirtless Scene";93;"WalkingShirtlessScene";53
"tr20778";"Walking Spoiler";40;"WalkingSpoiler";27
"tr20779";"Walking Swimsuit Scene";12;"WalkingSwimsuitScene";9
"tr20780";"Walking Tank";3;"WalkingTank";3
"tr20781";"Walking Techbane";4;"WalkingTechbane";3
"tr20782";"Walking the Earth";48;"WalkingTheEarth";28
"tr20783";"Walking Transplant";4;"WalkingTransplant";3
"tr20784";"Walking Wasteland";7;"WalkingWasteland";5
"tr20785";"Walk into Mordor";5;"WalkIntoMordor";3
"tr20786";"Walk Like an Egyptian";2;"WalkLikeAnEgyptian";0
"tr20787";"\"Walk on the Wild Side\" Episode";1;"WalkOnTheWildSideEpisode";1
"tr20788";"Walk on Water";19;"WalkOnWater";11
"tr20789";"Walk the Plank";12;"WalkThePlank";5
"tr20790";"Walk This Way";8;"WalkThisWay";1
"tr20791";"Wall Bang Her";33;"WallBangHer";20
"tr20792";"Wallbonking";1;"Wallbonking";1
"tr20793";"Wall Crawl";20;"WallCrawl";13
"tr20794";"Wallet Moths";1;"WalletMoths";0
"tr20795";"Wall Jump";5;"WallJump";5
"tr20796";"Wall of Text";5;"WallOfText";2
"tr20797";"Wall of Weapons";36;"WallOfWeapons";18
"tr20798";"Wallpaper Camouflage";9;"WallpaperCamouflage";3
"tr20799";"Wall Run";3;"WallRun";3
"tr20800";"Wall Slump";11;"WallSlump";2
"tr20801";"Wandering Minstrel";4;"WanderingMinstrel";1
"tr20802";"Wanderlust Song";6;"WanderlustSong";4
"tr20803";"Wangst";36;"Wangst";12
"tr20804";"Wannabe Line";1;"WannabeLine";0
"tr20805";"Wannabe Secret Agent";4;"WannabeSecretAgent";1
"tr20806";"Wanted a Gender-Conforming Child";1;"WantedAGenderConformingChild";1
"tr20807";"Wanted A Son Instead";1;"WantedASonInstead";0
"tr20808";"Wanted Meter";1;"WantedMeter";0
"tr20809";"\"Wanted!\" Poster";32;"WantedPoster";13
"tr20810";"Wanting Is Better Than Having";9;"WantingIsBetterThanHaving";5
"tr20811";"Wanton Cruelty to the Common Comma";6;"WantonCrueltyToTheCommonComma";4
"tr20812";"Wants a Prize for Basic Decency";6;"WantsAPrizeForBasicDecency";5
"tr20813";"Wardens Are Evil";20;"WardensAreEvil";8
"tr20814";"Warding Gestures";1;"WardingGestures";0
"tr20815";"Wardrobe Flaw of Characterization";2;"WardrobeFlawOfCharacterization";2
"tr20816";"Wardrobe Malfunction";26;"WardrobeMalfunction";7
"tr20817";"Wardrobe Wound";6;"WardrobeWound";3
"tr20818";"War Elephants";6;"WarElephants";4
"tr20819";"Warfare Regression";1;"WarfareRegression";0
"tr20820";"War for Fun and Profit";27;"WarForFunAndProfit";12
"tr20821";"War God";1;"WarGod";1
"tr20822";"Warhawk";4;"WarHawk";1
"tr20823";"War Is Glorious";49;"WarIsGlorious";16
"tr20824";"War Is Hell";174;"WarIsHell";78
"tr20825";"Warm Bloodbags Are Everywhere";2;"WarmBloodbagsAreEverywhere";2
"tr20826";"War Memorial";4;"WarMemorial";2
"tr20827";"Warm-Hearted Walrus";4;"WarmHeartedWalrus";1
"tr20828";"War Movies";5;"WarMovies";2
"tr20829";"Warm-Up Boss";2;"WarmUpBoss";2
"tr20830";"War Refugees";4;"WarRefugees";1
"tr20831";"Warrior Heaven";3;"WarriorHeaven";0
"tr20832";"Warrior Monk";9;"WarriorMonk";5
"tr20833";"Warrior Poet";21;"WarriorPoet";10
"tr20834";"Warrior Prince";21;"WarriorPrince";9
"tr20835";"Warrior Therapist";5;"WarriorTherapist";4
"tr20836";"Wartime Cartoon";1;"WartimeCartoon";1
"tr20837";"Wartime Wedding";9;"WartimeWedding";1
"tr20838";"Warts and All";18;"WartsAndAll";9
"tr20839";"War Was Beginning";10;"WarWasBeginning";3
"tr20840";"Was Actually Friendly";1;"WasActuallyFriendly";1
"tr20841";"Washington D.C. Invasion";4;"WashingtonDCInvasion";0
"tr20842";"Was It All a Lie?";32;"WasItAllALie";21
"tr20843";"Was It Really Worth It?";31;"WasItReallyWorthIt";17
"tr20844";"Was Just Leaving";2;"WasJustLeaving";1
"tr20845";"Wasn't That Fun?";29;"WasntThatFun";18
"tr20846";"Was Once a Man";26;"WasOnceAMan";15
"tr20847";"WASP";1;"WASP";1
"tr20848";"Wastebasket Ball";5;"WastebasketBall";3
"tr20849";"Wasteful Wishing";1;"WastefulWishing";0
"tr20850";"Wasteland Elder";6;"WastelandElder";0
"tr20851";"Was Too Hard on Him";13;"WasTooHardOnHer";10
"tr20852";"Watching the Reflection Undress";10;"WatchingTheReflectionUndress";6
"tr20853";"Watching the Sunset";15;"WatchingTheSunset";11
"tr20854";"Watching Troy Burn";17;"WatchingTroyBurn";11
"tr20855";"Watch It for the Meme";3;"WatchItForTheMeme";0
"tr20856";"Watch It Stoned";8;"WatchItStoned";4
